id|authority_id|name|url|machine_name|sort_name
2236|2236|Sociedade Portuguesa de Anestesiologia|http://www.spanestesiologia.pt/|sociedade portuguesa de anestesiologia|sociedade portuguesa de anestesiologia
2237|2237|Sociedade Portuguesa de Ciências da Nutrição e Alimentação|http://www.spcna.pt/|sociedade portuguesa de ci ncias da nutri o e alimenta o|sociedade portuguesa de ci ncias da nutri o e alimenta o
2238|2238|Sociedade Portuguesa de Ciências Veterinárias|http://www.spcvet.pt/|sociedade portuguesa de ci ncias veterin rias|sociedade portuguesa de ci ncias veterin rias
2239|2239|Sociedade Portuguesa de Dermatologia e Venereologia|http://spdv.com.pt/|sociedade portuguesa de dermatologia e venereologia|sociedade portuguesa de dermatologia e venereologia
2240|2240|Sociedade Portuguesa de Electroquímica|http://www.peacta.org/|sociedade portuguesa de electroqu mica|sociedade portuguesa de electroqu mica
2241|2241|Sociedade Portuguesa de Gastrenterologia|http://www.spg.pt/|sociedade portuguesa de gastrenterologia|sociedade portuguesa de gastrenterologia
2242|2242|Sociedade Portuguesa de Hemorreologia e Microcirculação|http://www.hemorreologia.com/|sociedade portuguesa de hemorreologia e microcircula o|sociedade portuguesa de hemorreologia e microcircula o
2243|2243|Sociedade Portuguesa de Matemática|http://www.spm.pt/|sociedade portuguesa de matem tica|sociedade portuguesa de matem tica
2244|2244|Sociedade Portuguesa de Medicina Física e de Reabilitação|http://www.spmfr.org/|sociedade portuguesa de medicina f sica e de reabilita o|sociedade portuguesa de medicina f sica e de reabilita o
2245|2245|Sociedade Portuguesa de Nefrologia|http://www.spnefro.pt/|sociedade portuguesa de nefrologia|sociedade portuguesa de nefrologia
2246|2246|Sociedade Portuguesa de Neurologia|http://www.spneurologia.com/|sociedade portuguesa de neurologia|sociedade portuguesa de neurologia
2247|2247|Sociedade Portuguesa de Oftalmologia|https://www.spoftalmologia.pt/|sociedade portuguesa de oftalmologia|sociedade portuguesa de oftalmologia
2248|2248|Sociedade Portuguesa de Pediatria|http://www.spp.pt/|sociedade portuguesa de pediatria|sociedade portuguesa de pediatria
2249|2249|Sociedade Portuguesa de Pneumologia|http://www.sppneumologia.pt/|sociedade portuguesa de pneumologia|sociedade portuguesa de pneumologia
2250|2250|Sociedade Portuguesa de Reumatologia|http://www.spreumatologia.pt/|sociedade portuguesa de reumatologia|sociedade portuguesa de reumatologia
2251|2251|Sociedade Portuguesa de Vida Selvagem|http://www.socpvs.org/|sociedade portuguesa de vida selvagem|sociedade portuguesa de vida selvagem
2252|2252|Sociedade Portuguesa para o Estudo das Aves|http://www.spea.pt/|sociedade portuguesa para o estudo das aves|sociedade portuguesa para o estudo das aves
2253|2253|Società Editrice il Mulino|https://www.mulino.it/riviste|societ editrice il mulino|societ editrice il mulino
2254|2254|Società Italiana di Fisica|http://www.sif.it/|societ italiana di fisica|societ italiana di fisica
2255|2255|Société d'Anthropologie des Connaissances|http://www.ird.fr/socanco/|soci t d anthropologie des connaissances|soci t d anthropologie des connaissances
2256|2256|Société des Océanistes|http://www.oceanistes.org/oceanie/|soci t des oc anistes|soci t des oc anistes
2257|2257|Société Géologique de France|http://sgfr.free.fr/|soci t g ologique de france|soci t g ologique de france
2258|2258|Societe Royale Belge de Gastro-Enterologie|http://www.srbge.be/|societe royale belge de gastro enterologie|societe royale belge de gastro enterologie
2259|2259|Société Royale Belge des Electriciens|http://www.kbve-srbe.be/|soci t royale belge des electriciens|soci t royale belge des electriciens
2260|2260|Society for American Archaeology|http://www.saa.org/|society for american archaeology|society for american archaeology
2261|2261|Society for Applied Anthropology|http://www.sfaa.net/|society for applied anthropology|society for applied anthropology
2262|2262|Society for Applied Spectroscopy|http://www.s-a-s.org/|society for applied spectroscopy|society for applied spectroscopy
2263|2263|Society for Chaos Theory in Psychology and Life Sciences|http://www.societyforchaostheory.org/|society for chaos theory in psychology and life sciences|society for chaos theory in psychology and life sciences
2264|2264|Society for Economic Theory|http://www.econtheory.org/set.php|society for economic theory|society for economic theory
2265|2265|Society for Education and Psychotherapy|http://www.thejapp.org/|society for education and psychotherapy|society for education and psychotherapy
2266|2266|Society for Endocrinology|http://www.endocrinology.org/|society for endocrinology|society for endocrinology
2267|2267|Society for Ethnomusicology|http://www.ethnomusicology.org/|society for ethnomusicology|society for ethnomusicology
2268|2268|Society for Experimental Mechanics|http://sem.org/|society for experimental mechanics|society for experimental mechanics
2269|2269|Society for Freshwater Science|http://www.freshwater-science.org/|society for freshwater science|society for freshwater science
2270|2270|Society for In-Vitro Biology|http://www.sivb.org/|society for in vitro biology|society for in vitro biology
2271|2271|Society for Industrial and Applied Mathematics|http://www.siam.org/|society for industrial and applied mathematics|society for industrial and applied mathematics
2272|2272|Society for Judgment and Decision Making|http://www.sjdm.org/|society for judgment and decision making|society for judgment and decision making
2273|2273|Society for Leukocyte Biology|http://www.leukocytebiology.org/|society for leukocyte biology|society for leukocyte biology
2274|2274|Society for Longitudinal and Life Course Studies|http://www.slls.org.uk/|society for longitudinal and life course studies|society for longitudinal and life course studies
2275|2275|Society for Military History|http://www.smh-hq.org/|society for military history|society for military history
2276|2276|Society for Neuroscience|http://www.sfn.org/|society for neuroscience|society for neuroscience
2277|2277|Society for Publication of Acta Dermato-Venereologica|http://www.medicaljournals.se/acta/|society for publication of acta dermato venereologica|society for publication of acta dermato venereologica
2278|2278|Society for Range Management|http://www.rangelands.org/|society for range management|society for range management
2279|2279|Society for Renaissance Studies|http://www.rensoc.org.uk/|society for renaissance studies|society for renaissance studies
2280|2280|Society for Reproduction and Fertility|http://www.srf-reproduction.org/|society for reproduction and fertility|society for reproduction and fertility
2281|2281|Society for Scientific Exploration|http://www.scientificexploration.org/|society for scientific exploration|society for scientific exploration
2282|2282|Society for Sedimentary Geology|http://www.sepm.org/|society for sedimentary geology|society for sedimentary geology
2283|2283|Society for the Experimental Analysis of Behavior|http://seab.envmed.rochester.edu/society/index.html|society for the experimental analysis of behavior|society for the experimental analysis of behavior
2284|2284|Society for the Study of Reproduction|http://www.ssr.org/|society for the study of reproduction|society for the study of reproduction
2285|2285|Society of American Foresters|http://www.safnet.org/publications/index.cfm|society of american foresters|society of american foresters
2286|2286|Society of Antiquaries of Scotland|http://www.socantscot.org/|society of antiquaries of scotland|society of antiquaries of scotland
2287|2287|Society of Architectural Historians of Great Britain|http://www.sahgb.org.uk/|society of architectural historians of great britain|society of architectural historians of great britain
2288|2288|Society of Biblical Literature|http://www.sbl-site.org/|society of biblical literature|society of biblical literature
2289|2289|Society of Biology|http://www.societyofbiology.org/home|society of biology|society of biology
2290|2290|Society of Chemists and Technologists of Macedonia|http://www.pmf.ukim.edu.mk/PMF/Chemistry/sojuz/|society of chemists and technologists of macedonia|society of chemists and technologists of macedonia
2291|2291|Society of Diabetic Nephropathy Prevention|http://nephropathol.com/|society of diabetic nephropathy prevention|society of diabetic nephropathy prevention
2292|2292|Society of Digital Information and Wireless Communications|http://sdiwc.net/|society of digital information and wireless communications|society of digital information and wireless communications
2293|2293|Society of Dyers and Colourists|http://www.sdc.org.uk/|society of dyers and colourists|society of dyers and colourists
2294|2294|Society of Economic Geologists|http://www.segweb.org/|society of economic geologists|society of economic geologists
2295|2295|Society of Environmental Toxicology and Chemistry Press|http://www.setac.org/|society of environmental toxicology and chemistry press|society of environmental toxicology and chemistry press
2296|251|Society of Exploration Geophysicists (Green)|http://www.seg.org/seg|society of exploration geophysicists green|society of exploration geophysicists green
2297|2297|Society of Nuclear Medicine|http://www.snm.org/|society of nuclear medicine|society of nuclear medicine
2298|2298|Society of Photo-optical Instrumentation Engineers|http://spie.org/|society of photo optical instrumentation engineers|society of photo optical instrumentation engineers
2299|2299|Society of Vertebrate Paleontology|http://vertpaleo.org/|society of vertebrate paleontology|society of vertebrate paleontology
2300|2300|Society of Wood Science and Technology|http://www.swst.org/|society of wood science and technology|society of wood science and technology
2301|2301|Socrates|http://www.socratesjournal.com/|socrates|socrates
2302|2302|Södertörns Högskola, Centrum foer Oestersjoe- och Oesteuropaforskning|http://balticworlds.com/about/centre-for-baltic-and-east-european-studies/|s dert rns h gskola centrum foer oestersjoe och oesteuropaforskning|s dert rns h gskola centrum foer oestersjoe och oesteuropaforskning
2303|2303|Soil Science Society of America|https://www.soils.org/|soil science society of america|soil science society of america
2304|2304|South Asian Society of Criminology and Victimology|http://www.sascv.org/|south asian society of criminology and victimology|south asian society of criminology and victimology
2305|2305|Southern Economic Association|http://www.utc.edu/Outreach/SouthernEconomicAssociation/index.html|southern economic association|southern economic association
2306|2306|Spandidos Publications|http://www.spandidos-publications.com/|spandidos publications|spandidos publications
2307|2307|Spiru Haret University, Editura Fundatiei Romania de Maine|http://www.edituraromaniademaine.ro/en|spiru haret university editura fundatiei romania de maine|spiru haret university editura fundatiei romania de maine
2308|11|Springer Verlag (Green)|http://www.springerlink.com/?MUD=MP|springer verlag green|springer verlag green
2309|11|SpringerOpen|http://www.springeropen.com/|springeropen|springeropen
2310|2310|Sri Venkateswara Institute of Medical Sciences|http://svimstpt.ap.nic.in/|sri venkateswara institute of medical sciences|sri venkateswara institute of medical sciences
2311|2311|SRL Archive|http://www.psychopharmacology.ru/|srl archive|srl archive
2312|2312|Srpsko Bioloko Drutvo|http://www.serbiosoc.org.rs/|srpsko biolo ko dru tvo|srpsko biolo ko dru tvo
2313|2313|St Jerome Publishing|http://www.stjerome.co.uk/|st jerome publishing|st jerome publishing
2314|2314|Stanford Law School|http://www.law.stanford.edu/|stanford law school|stanford law school
2315|2315|StataCorp|http://www.stata-journal.com/|statacorp|statacorp
2316|2316|State University of Western Sulawesi|http://www.journalofhumanity.com/index.php/jh/about/contact|state university of western sulawesi|state university of western sulawesi
2317|2317|Stockholm University Press|http://www.stockholmuniversitypress.se/|stockholm university press|stockholm university press
2318|2318|Stowarzyszenie Naukowe Przestrzeń Społeczna i Środowisko|http://stowarzyszenie.rzeszow.pl/|stowarzyszenie naukowe przestrze spo eczna i rodowisko|stowarzyszenie naukowe przestrze spo eczna i rodowisko
